Maywood 6 - Election Day,917,637,69.47,225,339,13,0
Maywood 7 - Election Day,737,471,63.91,140,287,8,0
Maywood Mail-In Ballot - Mail-In B,0,310,0.00,98,199,4,0
Maywood Provisional - Provisiona,0,43,0.00,8,28,1,0
Midland Park 1 - Election Day,1169,872,74.59,424,366,5,0
Midland Park 2 - Election Day,774,555,71.71,277,233,7,0
Midland Park 3 - Election Day,1172,869,74.15,390,396,9,0
Midland Park 4 - Election Day,948,657,69.30,314,262,10,0
Midland Park 5 - Election Day,1115,830,74.44,419,319,16,0
Midland Park Mail-In Ballot - Mail-,0,281,0.00,121,151,6,0
Midland Park Provisional - Provisio,0,36,0.00,16,13,2,0
Montvale 1 - Election Day,763,537,70.38,246,234,11,0
Montvale 2 - Election Day,1135,822,72.42,376,340,16,0
Montvale 3 - Election Day,1998,1360,68.07,640,603,22,0
Montvale 4 - Election Day,1884,1271,67.46,608,533,15,1
Montvale Mail-In Ballot - Mail-In Ba,0,385,0.00,175,205,4,0
Montvale Provisional - Provisional,0,27,0.00,11,12,2,0
New Milford 1 - Election Day,1291,924,71.57,352,461,21,0
New Milford 2 - Election Day,1234,862,69.85,328,418,10,0
New Milford 3 - Election Day,1298,963,74.19,382,457,11,0
New Milford 4 - Election Day,1395,997,71.47,443,431,11,0
New Milford 5 - Election Day,1126,766,68.03,288,404,8,0
New Milford 6 - Election Day,1018,629,61.79,212,348,8,0
New Milford 7 - Election Day,866,524,60.51,143,300,12,1
New Milford 8 - Election Day,1436,1003,69.85,383,478,15,0
New Milford 9 - Election Day,892,652,73.09,269,320,12,0
New Milford Mail-In Ballot - Mail-In,0,414,0.00,141,273,3,0
New Milford Provisional - Provision,0,78,0.00,23,37,3,0
Northvale 1 - Election Day,1013,707,69.79,288,346,5,1
Northvale 2 - Election Day,840,573,68.21,222,264,11,0
Northvale 3 - Election Day,1207,825,68.35,292,417,18,0
Northvale Mail-In Ballot - Mail-In B,0,131,0.00,47,70,4,0
Northvale Provisional - Provisiona,0,14,0.00,5,6,0,0
Norwood 1 - Election Day,1847,1278,69.19,502,660,14,1
Norwood 2 - Election Day,1977,1274,64.44,556,597,11,1
Norwood Mail-In Ballot - Mail-In Ba,0,234,0.00,78,145,6,0
Norwood Provisional - Provisional,0,15,0.00,2,11,0,0
Oakland 1 - Election Day,1052,715,67.97,317,319,5,0
Oakland 2 - Election Day,1012,685,67.69,326,283,13,0
Oakland 3 - Election Day,790,534,67.59,241,244,11,1
Oakland 4 - Election Day,998,712,71.34,345,279,14,0
Oakland 5 - Election Day,1031,763,74.01,341,342,7,0
Oakland 6 - Election Day,1270,951,74.88,439,389,22,0
Oakland 7 - Election Day,1320,942,71.36,470,379,15,1
Oakland 8 - Election Day,1760,1174,66.70,567,509,12,0
Oakland Mail-In Ballot - Mail-In Ba,0,510,0.00,206,273,20,0
Oakland Provisional - Provisional,0,27,0.00,11,11,0,0
Old Tappan 1 - Election Day,1248,836,66.99,419,331,11,0
Old Tappan 2 - Election Day,1497,967,64.60,451,388,12,1
Old Tappan 3 - Election Day,1573,992,63.06,495,380,16,0
Old Tappan Mail-In Ballot - Mail-In,0,330,0.00,141,169,8,0
Old Tappan Provisional - Provision,0,25,0.00,8,13,8,0
Oradell 1 - Election Day,1004,725,72.21,316,342,9,0
Oradell 2 - Election Day,911,638,70.03,259,303,11,0
Oradell 3 - Election Day,952,674,70.80,273,338,11,0
Oradell 4 - Election Day,951,671,70.56,262,369,0,0
Oradell 5 - Election Day,1169,788,67.41,358,371,8,0
Oradell 6 - Election Day,1143,800,69.99,366,369,9,0
Oradell Mail-In Ballot - Mail-In Ball,0,471,0.00,181,270,8,0
Oradell Provisional - Provisional,0,29,0.00,13,12,0,0
Paramus 1 - Election Day,1287,812,63.09,306,381,16,2
Paramus 2 - Election Day,1003,678,67.60,275,324,8,0
Paramus 3 - Election Day,1059,726,68.56,299,349,8,0
Paramus 4 - Election Day,865,544,62.89,219,253,14,0
Paramus 5 - Election Day,756,531,70.24,201,264,5,0
Paramus 6 - Election Day,943,603,63.94,251,282,9,0
Paramus 7 - Election Day,1027,733,71.37,284,343,13,0
Paramus 8 - Election Day,985,541,54.92,240,229,4,0
Paramus 9 - Election Day,840,527,62.74,232,220,12,0
Paramus 10 - Election Day,806,539,66.87,201,269,9,0
Paramus 11 - Election Day,757,497,65.65,190,240,9,0
Paramus 12 - Election Day,1309,848,64.78,382,367,7,0
Paramus 13 - Election Day,639,427,66.82,174,204,4,0
Paramus 14 - Election Day,953,651,68.31,298,280,11,0
Paramus 15 - Election Day,1458,901,61.80,346,456,11,0
Paramus 16 - Election Day,720,525,72.92,218,214,8,0
Paramus 17 - Election Day,883,556,62.97,233,254,8,0
Paramus 18 - Election Day,620,419,67.58,140,221,4,0
Paramus 19 - Election Day,764,523,68.46,201,262,2,0
Paramus 20 - Election Day,852,577,67.72,232,264,4,0
Paramus Mail-In Ballot - Mail-In Ba,0,1180,0.00,446,662,17,0
Paramus Provisional - Provisional,0,96,0.00,24,49,2,0
Park Ridge 1 - Election Day,1219,896,73.50,443,374,16,1
Park Ridge 2 - Election Day,898,649,72.27,324,259,9,0
Park Ridge 3 - Election Day,985,727,73.81,360,289,12,0
Park Ridge 4 - Election Day,907,682,75.19,320,301,7,0
Park Ridge 5 - Election Day,1168,778,66.61,366,313,19,1
Park Ridge 6 - Election Day,1218,870,71.43,372,416,8,1
Park Ridge Mail-In Ballot - Mail-In,0,351,0.00,159,185,5,0
Park Ridge Provisional - Provision,0,24,0.00,11,10,0,0
Ramsey 1 - Election Day,1298,877,67.57,351,434,16,1
Ramsey 2 - Election Day,1525,1121,73.51,509,492,13,0
Ramsey 3 - Election Day,1531,1069,69.82,537,443,15,0
Ramsey 4 - Election Day,817,552,67.56,253,242,5,0
Ramsey 5 - Election Day,1593,1110,69.68,508,490,20,1
Ramsey 6 - Election Day,1898,1293,68.12,556,589,22,3
Ramsey 7 - Election Day,1301,925,71.10,465,383,21,1
Ramsey 8 - Election Day,1037,721,69.53,408,255,15,0
Ramsey Mail-In Ballot - Mail-In Ba,0,690,0.00,299,384,11,0
Ramsey Provisional - Provisional,0,68,0.00,27,30,0,0
Ridgewood 1 - Election Day,878,578,65.83,233,295,8,0
Ridgewood 2 - Election Day,1151,715,62.12,261,398,5,0
Ridgewood 3 - Election Day,1009,695,68.88,264,370,6,0
Ridgewood 4 - Election Day,874,539,61.67,194,301,9,0
Ridgewood 5 - Election Day,1086,682,62.80,332,292,11,0
Ridgewood 6 - Election Day,960,651,67.81,214,379,11,0
Ridgewood 7 - Election Day,1070,717,67.01,277,384,9,0
Ridgewood 8 - Election Day,783,529,67.56,192,290,8,0
Ridgewood 9 - Election Day,780,516,66.15,164,293,11,0
Ridgewood 10 - Election Day,819,514,62.76,133,311,10,0
Ridgewood 11 - Election Day,1031,722,70.03,271,374,7,0
Ridgewood 12 - Election Day,939,631,67.20,229,358,9,0
Ridgewood 13 - Election Day,1022,669,65.46,226,371,9,0
Ridgewood 14 - Election Day,1259,878,69.74,324,462,8,0
Ridgewood 15 - Election Day,887,611,68.88,221,328,10,0
Ridgewood 16 - Election Day,730,511,70.00,215,250,7,0
Ridgewood 17 - Election Day,819,583,71.18,220,306,8,0
Ridgewood 18 - Election Day,931,638,68.53,218,367,9,0
Ridgewood 19 - Election Day,864,592,68.52,219,315,10,0
Ridgewood Mail-In Ballot - Mail-In,0,1252,0.00,371,915,15,0
Ridgewood Provisional - Provision,0,85,0.00,33,38,2,0
River Edge 1 - Election Day,1196,843,70.48,298,441,12,1
River Edge 2 - Election Day,1010,704,69.70,274,352,15,0
River Edge 3 - Election Day,888,606,68.24,226,314,8,0
River Edge 4 - Election Day,951,706,74.24,255,383,10,0
River Edge 5 - Election Day,782,533,68.16,212,266,6,0
River Edge 6 - Election Day,950,641,67.47,229,325,20,0
River Edge 7 - Election Day,937,648,69.16,214,362,4,0
River Edge 8 - Election Day,763,494,64.74,150,281,6,0
River Edge Mail-In Ballot - Mail-In,0,483,0.00,177,295,11,0
River Edge Provisional - Provision,0,32,0.00,12,16,1,0
River Vale 1 - Election Day,1570,1089,69.36,485,466,9,0
River Vale 2 - Election Day,2106,1472,69.90,649,649,23,1
River Vale 3 - Election Day,1540,1070,69.48,477,497,11,0
River Vale 4 - Election Day,1207,826,68.43,378,361,12,0
River Vale 5 - Election Day,1281,818,63.86,391,332,18,0
River Vale Mail-In Ballot - Mail-In B,0,465,0.00,168,282,10,0
River Vale Provisional - Provisiona,0,41,0.00,13,21,3,0
Rochelle Park 1 - Election Day,1060,707,66.70,261,317,13,0
Rochelle Park 2 - Election Day,909,643,70.74,238,268,14,0
Rochelle Park 3 - Election Day,885,619,69.94,218,280,12,2
Rochelle Park 4 - Election Day,988,674,68.22,254,299,13,1
Rochelle Park Mail-In Ballot - Mail,0,190,0.00,76,104,0,0
Rochelle Park Provisional - Provis,0,19,0.00,7,8,0,0
Rockleigh 1 - Election Day,256,121,47.27,77,33,2,0
Rockleigh Mail-In Ballot - Mail-In B,0,46,0.00,12,22,1,0
Rockleigh Provisional - Provisiona,0,0,0.00,0,0,0,0
Saddle River 1 - Election Day,1297,750,57.83,476,200,9,0
Saddle River 2 - Election Day,1506,947,62.88,601,255,12,0
Saddle River Mail-In Ballot - Mail-I,0,243,0.00,142,92,2,0
Saddle River Provisional - Provisio,0,25,0.00,16,9,0,0
Teaneck 1 - Election Day,1048,722,68.89,125,492,10,1
Teaneck 2 - Election Day,1368,893,65.28,142,591,13,1
Teaneck 3 - Election Day,1332,942,70.72,211,599,11,0
Teaneck 4 - Election Day,1254,812,64.75,166,577,7,1
Teaneck 5 - Election Day,879,600,68.26,76,415,11,1
Teaneck 6 - Election Day,1126,759,67.41,94,565,7,0
Teaneck 7 - Election Day,1157,742,64.13,130,505,14,2
Teaneck 8 - Election Day,1367,978,71.54,196,691,8,1
Teaneck 9 - Election Day,1424,871,61.17,310,495,8,1
Teaneck 10 - Election Day,1606,928,57.78,407,442,7,0
Teaneck 11 - Election Day,1411,791,56.06,368,360,4,0
Teaneck 12 - Election Day,1535,946,61.63,374,507,6,1
Teaneck 13 - Election Day,1129,798,70.68,31,644,6,0
Teaneck 14 - Election Day,1515,1010,66.67,32,776,12,2
Teaneck 15 - Election Day,1283,743,57.91,154,467,11,0
Teaneck 16 - Election Day,799,554,69.34,26,442,3,2
Teaneck 17 - Election Day,1322,895,67.70,50,721,11,1
Teaneck 18 - Election Day,1493,953,63.83,239,606,9,0
Teaneck Mail-In Ballot - Mail-In Ba,0,1303,0.00,279,822,14,0
Teaneck Provisional - Provisional,0,200,0.00,35,104,2,0
Upper Saddle River 1 - Election D,1544,988,63.99,495,401,12,0
Upper Saddle River 2 - Election D,1150,720,62.61,381,272,11,0
Upper Saddle River 3 - Election D,1332,899,67.49,451,361,12,0
Upper Saddle River 4 - Election D,1352,849,62.80,442,338,13,0
Upper Saddle River 5 - Election D,952,614,64.50,333,215,3,0
Upper Saddle River Mail-In Ballot,0,407,0.00,189,206,10,0
Upper Saddle River Provisional - P,0,33,0.00,17,14,0,0
Waldwick 1 - Election Day,1333,980,73.52,401,464,15,1
Waldwick 2 - Election Day,1219,834,68.42,369,369,17,1
Waldwick 3 - Election Day,1125,806,71.64,316,398,12,0
Waldwick 4 - Election Day,1134,809,71.34,374,360,8,0
Waldwick 5 - Election Day,1048,793,75.67,379,329,12,0
Waldwick 6 - Election Day,1021,777,76.10,369,335,11,0
Waldwick Mail-In Ballot - Mail-In B,0,327,0.00,141,186,6,1
Waldwick Provisional - Provisiona,0,31,0.00,15,13,0,0
Washington Township 1 - Election,1379,1001,72.59,454,433,13,0
Washington Township 2 - Election,942,625,66.35,310,235,8,0
Washington Township 3 - Election,764,562,73.56,253,228,6,0
Washington Township 4 - Election,1212,856,70.63,393,357,11,0
Washington Township 5 - Election,1159,830,71.61,412,318,8,0
Washington Township 6 - Election,1554,1085,69.82,549,406,15,0
Washington Township Mail-In Ball,0,497,0.00,202,266,14,0
Washington Township Provisional,0,28,0.00,10,15,1,0
Westwood 1 - Election Day,1162,805,69.28,290,414,17,0
Westwood 2 - Election Day,995,695,69.85,257,350,16,1
Westwood 3 - Election Day,632,470,74.37,183,227,12,1
Westwood 4 - Election Day,946,681,71.99,226,388,9,0
Westwood 5 - Election Day,702,525,74.79,222,247,14,0
Westwood 6 - Election Day,1329,842,63.36,291,463,9,0
Westwood 7 - Election Day,790,570,72.15,233,278,4,0
Westwood 8 - Election Day,961,717,74.61,328,309,7,0
Westwood Mail-In Ballot - Mail-In B,0,386,0.00,167,209,5,0
Westwood Provisional - Provisiona,0,51,0.00,17,28,1,0
Woodcliff Lake 1 - Election Day,956,649,67.89,269,333,9,0
Woodcliff Lake 2 - Election Day,1255,838,66.77,359,417,11,0
Woodcliff Lake 3 - Election Day,1001,667,66.63,299,334,2,0
Woodcliff Lake 4 - Election Day,1529,903,59.06,349,471,6,0
Woodcliff Lake Mail-In Ballot - Mai,0,415,0.00,166,239,6,0
Woodcliff Lake Provisional - Provis,0,31,0.00,11,18,0,0
Wyckoff 1 - Election Day,1432,1027,71.72,535,418,17,0
Wyckoff 2 - Election Day,1553,1056,68.00,541,432,16,0
Wyckoff 3 - Election Day,1300,923,71.00,469,353,13,0
Wyckoff 4 - Election Day,1478,944,63.87,481,400,8,0
Wyckoff 5 - Election Day,971,699,71.99,354,291,5,0
Wyckoff 6 - Election Day,1292,857,66.33,410,367,10,1
Wyckoff 7 - Election Day,1357,904,66.62,466,358,16,0
Wyckoff 8 - Election Day,1417,959,67.68,530,346,20,0
Wyckoff 9 - Election Day,930,632,67.96,322,275,3,0
Wyckoff 10 - Election Day,1207,790,65.45,398,338,4,0
Wyckoff Mail-In Ballot - Mail-In Ba,0,1025,0.00,502,495,16,0
Wyckoff Provisional - Provisional,0,72,0.00,34,29,2,0
Election Day Totals,363541,245461,67.52,93430,121875,3575,108
Mail-In Ballot Totals,0,21086,0.00,7713,12594,366,6
Provisional Totals,0,2334,0.00,716,1212,44,0
District Totals - Absentee,,,,,,,
District Grand Totals,,,,,,,
Allendale,5162,3773,73.09,1842,1612,64,4
Alpine,1480,921,62.23,392,422,12,0
Bergenfield,16298,11653,71.50,3211,6807,167,5
Bogota,5244,3890,74.18,1017,2184,67,6
Closter,5557,3952,71.12,1379,2174,47,0
Demarest,3491,2528,72.41,874,1460,25,0
Dumont,11712,8787,75.03,3142,4554,167,4
Emerson,5155,4019,77.96,1762,1787,49,2
Fair Lawn,22745,16875,74.19,5818,8934,277,12
Franklin Lakes,8367,6131,73.28,3572,2045,61,4
Glen Rock,8855,6787,76.65,2353,3943,91,3
Hackensack,22926,15913,69.41,2692,10570,269,15
Harrington Park,3510,2673,76.15,1060,1388,32,2
Haworth,2565,1963,76.53,673,1133,27,1
Hillsdale,7768,5935,76.40,2511,2873,95,3
Ho-Ho-Kus,3234,2462,76.13,1210,1020,48,0
Lodi,13318,9003,67.60,2210,4686,150,5
Mahwah,17408,13108,75.30,5931,5446,224,1
Maywood,6309,4660,73.86,1566,2480,87,3
Midland Park,5178,4100,79.18,1961,1740,55,0
Montvale,5780,4402,76.16,2056,1927,70,1
New Milford,10556,7812,74.01,2964,3927,114,1
Northvale,3060,2250,73.53,854,1103,38,1
Norwood,3824,2801,73.25,1138,1413,31,2
Oakland,9233,7013,75.96,3263,3028,119,2
Old Tappan,4318,3150,72.95,1514,1281,55,1
Oradell,6130,4796,78.24,2028,2374,56,0
Paramus,18526,13434,72.51,5392,6387,185,2
Park Ridge,6395,4977,77.83,2355,2147,76,3
Ramsey,11000,8426,76.60,3913,3742,138,6
Ridgewood,17892,13308,74.38,4811,7397,182,0
River Edge,7477,5690,76.10,2047,3035,93,1
River Vale,7704,5781,75.04,2561,2608,86,1
Rochelle Park,3842,2852,74.23,1054,1276,52,3
Rockleigh,256,167,65.23,89,55,3,0
Saddle River,2803,1965,70.10,1235,556,23,0
Teaneck,23048,16440,71.33,3445,10821,174,14
Upper Saddle River,6330,4510,71.25,2308,1807,61,0
Waldwick,6880,5357,77.86,2364,2454,81,3
Washington,7010,5484,78.23,2583,2258,76,0
Westwood,7517,5742,76.39,2214,2913,94,2
Woodcliff Lake,4741,3503,73.89,1453,1812,34,0
Wyckoff,12937,9888,76.43,5042,4102,130,1
Grand Totals,363541,268881,73.96,101859,135681,3985,114
Fairview 1 - Election Day,818,528,64.55,72,325,8,7,0
Fairview 2 - Election Day,1375,847,61.60,161,489,10,6,1
Fairview 3 - Election Day,1021,647,63.37,145,338,15,12,0
Fairview 4 - Election Day,937,565,60.30,101,330,7,7,0
Fairview 5 - Election Day,1421,910,64.04,175,501,13,14,0
Fairview 6 - Election Day,176,125,71.02,46,54,1,0,0
Fairview Mail-In Ballot - Mail-In Ba,0,146,0.00,44,100,2,0,0
Fairview Provisional - Provisional,0,32,0.00,4,19,0,0,0
Election Day Totals,5748,3622,63.01,700,2037,54,46,1
Mail-In Ballot Totals,0,146,0.00,44,100,2,0,0
Provisional Totals,0,32,0.00,4,19,0,0,0
District Totals - Absentee,,,,,,,,
District Grand Totals,,,,,,,,
Fair View,5748,3800,66.11,748,2156,56,46,1
Grand Totals,5748,3800,66.11,748,2156,56,46,1
Carlstadt 1 - Election Day,655,480,73.28,177,196,8,4,0
Carlstadt 2 - Election Day,852,603,70.77,235,244,15,5,0
Carlstadt 3 - Election Day,779,556,71.37,181,263,15,5,0
Carlstadt 4 - Election Day,797,587,73.65,190,268,10,5,0
Carlstadt 5 - Election Day,777,521,67.05,175,247,9,4,0
Carlstadt Mail-In Ballot - Mail-In Ba,0,156,0.00,62,78,1,0,1
Carlstadt Provisional - Provisional,0,21,0.00,8,10,0,0,0
Cliffside Park 1 - Election Day,837,545,65.11,95,325,13,2,0
Cliffside Park 2 - Election Day,891,544,61.05,100,311,7,3,1
Cliffside Park 3 - Election Day,889,557,62.65,96,335,7,3,0
Cliffside Park 4 - Election Day,1335,902,67.57,243,504,11,6,0
Cliffside Park 5 - Election Day,798,493,61.78,105,310,4,3,0
Cliffside Park 6 - Election Day,793,536,67.59,126,326,7,2,0
Cliffside Park 7 - Election Day,844,556,65.88,156,302,7,3,1
Cliffside Park 8 - Election Day,872,600,68.81,113,378,7,2,0
Cliffside Park 9 - Election Day,697,468,67.14,140,236,10,4,0
Cliffside Park 10 - Election Day,1214,741,61.04,215,408,8,8,0
Cliffside Park 11 - Election Day,627,393,62.68,83,214,4,2,0
Cliffside Park 12 - Election Day,590,362,61.36,86,212,8,5,0
Cliffside Park 13 - Election Day,940,586,62.34,154,333,5,4,0
Cliffside Park 14 - Election Day,822,540,65.69,209,255,2,2,0
Cliffside Park 15 - Election Day,830,565,68.07,186,257,5,4,0
Cliffside Park Mail-In Ballot - Mail-,0,444,0.00,117,318,6,3,0
Cliffside Park Provisional - Provisio,0,121,0.00,23,72,1,2,0
Cresskill 1 - Election Day,854,549,64.29,197,245,13,0,0
Cresskill 2 - Election Day,991,628,63.37,203,304,10,5,0
Cresskill 3 - Election Day,1551,1003,64.67,421,415,17,6,0
Cresskill 4 - Election Day,792,546,68.94,214,242,6,2,0
Cresskill 5 - Election Day,623,453,72.71,191,182,3,4,0
Cresskill 6 - Election Day,656,468,71.34,187,205,1,2,0
Cresskill Mail-In Ballot - Mail-In Ba,0,275,0.00,100,170,5,2,0
Cresskill Provisional - Provisional,0,31,0.00,13,10,1,0,0
East Rutherford 1 - Election Day,1316,848,64.44,221,448,12,5,0
East Rutherford 2 - Election Day,1133,786,69.37,198,398,18,10,0
East Rutherford 3 - Election Day,950,653,68.74,211,305,20,2,0
East Rutherford 4 - Election Day,1981,1363,68.80,480,600,13,11,0
East Rutherford Mail-In Ballot - Ma,0,185,0.00,58,122,2,2,0
East Rutherford Provisional - Prov,0,36,0.00,11,18,1,0,0
Edgewater 1 - Election Day,1303,723,55.49,119,460,14,4,0
Edgewater 2 - Election Day,1563,946,60.52,215,570,11,8,1
Edgewater 3 - Election Day,1547,979,63.28,277,524,15,3,0
Edgewater 4 - Election Day,2043,1219,59.67,292,735,26,4,0
Edgewater Mail-In Ballot - Mail-In,0,289,0.00,76,220,5,0,1
Edgewater Provisional - Provisiona,0,65,0.00,17,37,2,0,0
Elmwood Park 1 - Election Day,1473,918,62.32,251,464,18,5,0
Elmwood Park 2 - Election Day,1515,946,62.44,246,502,26,4,1
Elmwood Park 3 - Election Day,998,659,66.03,188,363,8,3,0
Elmwood Park 4 - Election Day,923,535,57.96,109,343,6,4,0
Elmwood Park 5 - Election Day,880,584,66.36,154,326,5,4,0
Elmwood Park 6 - Election Day,814,498,61.18,95,324,4,3,0
Elmwood Park 7 - Election Day,1199,776,64.72,212,404,8,8,0
Elmwood Park 8 - Election Day,2017,1229,60.93,365,591,24,11,1
Elmwood Park 9 - Election Day,1252,746,59.58,226,369,10,6,0
Elmwood Park 10 - Election Day,1511,947,62.67,272,488,14,8,0
Elmwood Park Mail-In Ballot - Mai,0,606,0.00,186,394,7,2,0
Elmwood Park Provisional - Provis,0,246,0.00,70,118,4,0,0
Englewood W1 D1 - Election Day,1575,1020,64.76,306,561,15,4,0
Englewood W1 D2 - Election Day,922,587,63.67,214,299,8,3,0
Englewood W1 D3 - Election Day,849,557,65.61,61,378,8,2,0
Englewood W1 D4 - Election Day,987,632,64.03,34,432,11,4,0
Englewood W2 D1 - Election Day,905,521,57.57,190,249,4,0,1
Englewood W2 D2 - Election Day,851,508,59.69,211,198,5,3,0
Englewood W2 D3 - Election Day,1249,738,59.09,225,376,10,5,2
Englewood W2 D4 - Election Day,1941,1136,58.53,217,703,16,5,0
Englewood W3 D1 - Election Day,903,603,66.78,59,395,14,2,0
Englewood W3 D2 - Election Day,1520,1019,67.04,128,712,15,3,0
Englewood W3 D3 - Election Day,743,507,68.24,46,397,7,3,0
Englewood W3 D4 - Election Day,1043,724,69.42,37,568,12,5,0
Englewood W4 D1 - Election Day,743,458,61.64,13,341,9,7,0
Englewood W4 D2 - Election Day,1194,801,67.09,31,645,5,4,0
Englewood W4 D3 - Election Day,1179,757,64.21,26,589,6,2,0
Englewood W4 D4 - Election Day,1095,682,62.28,57,480,12,3,0
Englewood Mail-In Ballot - Mail-In,0,717,0.00,131,586,9,3,1
Englewood Provisional - Provision,0,136,0.00,18,81,2,1,0
Englewood Cliffs 1 - Election Day,1076,626,58.18,235,294,9,6,1
Englewood Cliffs 2 - Election Day,903,533,59.03,221,238,1,2,0
Englewood Cliffs 3 - Election Day,953,583,61.18,263,224,4,1,0
Englewood Cliffs 4 - Election Day,841,486,57.79,214,204,2,1,0
Englewood Cliffs Mail-In Ballot - M,0,462,0.00,166,259,1,2,0
Englewood Cliffs Provisional - Pro,0,39,0.00,14,16,0,1,0
Fort Lee 1 - Election Day,1180,777,65.85,266,360,10,8,0
Fort Lee 2 - Election Day,809,522,64.52,171,263,10,3,0
Fort Lee 3 - Election Day,1635,1013,61.96,370,500,6,5,1
Fort Lee 4 - Election Day,632,428,67.72,128,225,2,5,0
Fort Lee 5 - Election Day,939,625,66.56,206,300,6,5,2
Fort Lee 6 - Election Day,1660,1063,64.04,280,572,10,4,1
Fort Lee 7 - Election Day,2257,1423,63.05,408,785,16,8,0
Fort Lee 8 - Election Day,671,386,57.53,113,186,7,6,0
Fort Lee 9 - Election Day,725,428,59.03,158,191,10,4,1
Fort Lee 10 - Election Day,2821,1675,59.38,473,950,17,4,1
Fort Lee 11 - Election Day,687,421,61.28,87,253,4,2,0
Fort Lee 12 - Election Day,1349,813,60.27,203,461,11,6,0
Fort Lee 13 - Election Day,814,523,64.25,130,304,4,2,0
Fort Lee 14 - Election Day,705,450,63.83,88,290,13,4,0
Fort Lee 15 - Election Day,835,489,58.56,111,269,5,4,0
Fort Lee 16 - Election Day,1088,647,59.47,165,349,3,11,0
Fort Lee 17 - Election Day,538,359,66.73,111,197,5,1,0
Fort Lee 18 - Election Day,474,316,66.67,111,158,3,3,0
Fort Lee 19 - Election Day,1489,939,63.06,205,599,5,3,0
Fort Lee Mail-In Ballot - Mail-In Ba,0,958,0.00,242,714,16,5,0
Fort Lee Provisional - Provisional,0,189,0.00,52,100,0,0,0
Garfield W1 D1 - Election Day,911,546,59.93,76,270,16,3,0
Garfield W1 D2 - Election Day,532,305,57.33,40,181,9,2,0
Garfield W1 D3 - Election Day,1048,581,55.44,101,271,18,3,0
Garfield W2 D1 - Election Day,1110,653,58.83,147,289,13,5,0
Garfield W2 D2 - Election Day,1051,679,64.61,165,290,17,6,0
Garfield W2 D3 - Election Day,774,487,62.92,111,221,8,3,0
Garfield W3 D1 - Election Day,1201,724,60.28,117,346,15,7,0
Garfield W3 D2 - Election Day,1157,699,60.41,120,359,13,4,0
Garfield W3 D3 - Election Day,1010,622,61.58,114,307,5,6,1
Garfield W4 D1 - Election Day,1240,722,58.23,162,335,9,2,0
Garfield W4 D2 - Election Day,901,557,61.82,124,251,8,4,0
Garfield W4 D3 - Election Day,786,447,56.87,105,191,9,2,0
Garfield W5 D1 - Election Day,1572,990,62.98,244,445,20,7,2
Garfield W5 D2 - Election Day,940,594,63.19,132,268,10,7,0
Garfield W5 D3 - Election Day,583,392,67.24,93,178,5,3,1
Garfield Mail-In Ballot - Mail-In Ba,0,476,0.00,110,313,6,3,0
Garfield Provisional - Provisional,0,216,0.00,37,95,6,1,0
Hasbrouck Heights 1 - Election Da,908,645,71.04,256,271,6,2,0
Hasbrouck Heights 2 - Election Da,1056,744,70.45,286,315,7,7,0
Hasbrouck Heights 3 - Election Da,851,624,73.33,246,245,8,1,0
Hasbrouck Heights 4 - Election Da,973,664,68.24,279,270,2,2,0
Hasbrouck Heights 5 - Election Da,835,599,71.74,239,245,4,7,0
Hasbrouck Heights 6 - Election Da,892,655,73.43,253,291,3,0,0
Hasbrouck Heights 7 - Election Da,900,643,71.44,238,269,4,6,1
Hasbrouck Heights 8 - Election Da,1029,709,68.90,240,349,9,6,0
Hasbrouck Heights 9 - Election Da,675,452,66.96,148,226,3,3,0
Hasbrouck Heights Mail-In Ballot -,0,410,0.00,176,221,0,0,0
Hasbrouck Heights Provisional - P,0,50,0.00,20,23,0,0,0
Leonia 1 - Election Day,906,630,69.54,137,399,6,1,1
Leonia 2 - Election Day,836,562,67.22,144,338,6,0,1
Leonia 3 - Election Day,800,529,66.13,97,353,10,7,0
Leonia 4 - Election Day,833,551,66.15,130,333,8,5,1
Leonia 5 - Election Day,1228,845,68.81,209,503,10,4,0
Leonia 6 - Election Day,767,518,67.54,127,321,11,6,0
Leonia Mail-In Ballot - Mail-In Ballo,0,262,0.00,63,210,8,0,0
Leonia Provisional - Provisional,0,29,0.00,4,18,1,0,0
Little Ferry 1 - Election Day,855,601,70.29,194,297,3,3,0
Little Ferry 2 - Election Day,636,420,66.04,100,228,9,5,0
Little Ferry 3 - Election Day,1148,763,66.46,224,371,15,2,1
Little Ferry 4 - Election Day,895,588,65.70,174,314,8,9,1
Little Ferry 5 - Election Day,1286,747,58.09,178,421,8,6,0
Little Ferry 6 - Election Day,868,534,61.52,149,282,11,6,1
Little Ferry Mail-In Ballot - Mail-In,0,176,0.00,33,137,3,0,0
Little Ferry Provisional - Provisiona,0,30,0.00,7,15,1,0,0
Lyndhurst 1 - Election Day,774,505,65.25,151,245,4,5,0
Lyndhurst 2 - Election Day,754,501,66.45,157,230,9,0,0
Lyndhurst 3 - Election Day,1292,787,60.91,247,356,12,10,0
Lyndhurst 4 - Election Day,891,639,71.72,238,252,10,4,0
Lyndhurst 5 - Election Day,765,530,69.28,164,215,6,4,2
Lyndhurst 6 - Election Day,1053,718,68.19,228,320,13,1,1
Lyndhurst 7 - Election Day,842,569,67.58,182,230,15,5,0
Lyndhurst 8 - Election Day,907,634,69.90,207,266,9,2,0
