County,Precinct,Office,District,Party,Candidate,Votes
Bergen,Teaneck 17 - Election Day,U.S House,5,,Ballots Cast,895
Bergen,Teaneck 18 - Election Day,U.S House,5,,Ballots Cast,953
Bergen,Teaneck Mail-In Ballot - Mail-In Ba,U.S House,5,,Ballots Cast,1303
Bergen,Teaneck Provisional - Provisional,U.S House,5,,Ballots Cast,200
Bergen,Upper Saddle River 1 - Election D,U.S House,5,,Ballots Cast,988
Bergen,Upper Saddle River 2 - Election D,U.S House,5,,Ballots Cast,720
Bergen,Upper Saddle River 3 - Election D,U.S House,5,,Ballots Cast,899
Bergen,Upper Saddle River 4 - Election D,U.S House,5,,Ballots Cast,849
Bergen,Upper Saddle River 5 - Election D,U.S House,5,,Ballots Cast,614
Bergen,Upper Saddle River Mail-In Ballot,U.S House,5,,Ballots Cast,407
Bergen,Upper Saddle River Provisional - P,U.S House,5,,Ballots Cast,33
Bergen,Waldwick 1 - Election Day,U.S House,5,,Ballots Cast,980
Bergen,Waldwick 2 - Election Day,U.S House,5,,Ballots Cast,834
Bergen,Waldwick 3 - Election Day,U.S House,5,,Ballots Cast,806
Bergen,Waldwick 4 - Election Day,U.S House,5,,Ballots Cast,809
Bergen,Waldwick 5 - Election Day,U.S House,5,,Ballots Cast,793
Bergen,Waldwick 6 - Election Day,U.S House,5,,Ballots Cast,777
Bergen,Waldwick Mail-In Ballot - Mail-In B,U.S House,5,,Ballots Cast,327
Bergen,Waldwick Provisional - Provisiona,U.S House,5,,Ballots Cast,31
Bergen,Washington Township 1 - Election,U.S House,5,,Ballots Cast,1001
Bergen,Washington Township 2 - Election,U.S House,5,,Ballots Cast,625
Bergen,Washington Township 3 - Election,U.S House,5,,Ballots Cast,562
Bergen,Washington Township 4 - Election,U.S House,5,,Ballots Cast,856
Bergen,Washington Township 5 - Election,U.S House,5,,Ballots Cast,830
Bergen,Washington Township 6 - Election,U.S House,5,,Ballots Cast,1085
Bergen,Washington Township Mail-In Ball,U.S House,5,,Ballots Cast,497
Bergen,Washington Township Provisional,U.S House,5,,Ballots Cast,28
Bergen,Westwood 1 - Election Day,U.S House,5,,Ballots Cast,805
Bergen,Westwood 2 - Election Day,U.S House,5,,Ballots Cast,695
Bergen,Westwood 3 - Election Day,U.S House,5,,Ballots Cast,470
Bergen,Westwood 4 - Election Day,U.S House,5,,Ballots Cast,681
Bergen,Westwood 5 - Election Day,U.S House,5,,Ballots Cast,525
Bergen,Westwood 6 - Election Day,U.S House,5,,Ballots Cast,842
Bergen,Westwood 7 - Election Day,U.S House,5,,Ballots Cast,570
Bergen,Westwood 8 - Election Day,U.S House,5,,Ballots Cast,717
Bergen,Westwood Mail-In Ballot - Mail-In B,U.S House,5,,Ballots Cast,386
Bergen,Westwood Provisional - Provisiona,U.S House,5,,Ballots Cast,51
Bergen,Woodcliff Lake 1 - Election Day,U.S House,5,,Ballots Cast,649
Bergen,Woodcliff Lake 2 - Election Day,U.S House,5,,Ballots Cast,838
Bergen,Woodcliff Lake 3 - Election Day,U.S House,5,,Ballots Cast,667
Bergen,Woodcliff Lake 4 - Election Day,U.S House,5,,Ballots Cast,903
Bergen,Woodcliff Lake Mail-In Ballot - Mai,U.S House,5,,Ballots Cast,415
Bergen,Woodcliff Lake Provisional - Provis,U.S House,5,,Ballots Cast,31
Bergen,Wyckoff 1 - Election Day,U.S House,5,,Ballots Cast,1027
Bergen,Wyckoff 2 - Election Day,U.S House,5,,Ballots Cast,1056
Bergen,Wyckoff 3 - Election Day,U.S House,5,,Ballots Cast,923
Bergen,Wyckoff 4 - Election Day,U.S House,5,,Ballots Cast,944
Bergen,Wyckoff 5 - Election Day,U.S House,5,,Ballots Cast,699
Bergen,Wyckoff 6 - Election Day,U.S House,5,,Ballots Cast,857
Bergen,Wyckoff 7 - Election Day,U.S House,5,,Ballots Cast,904
Bergen,Wyckoff 8 - Election Day,U.S House,5,,Ballots Cast,959
Bergen,Wyckoff 9 - Election Day,U.S House,5,,Ballots Cast,632
Bergen,Wyckoff 10 - Election Day,U.S House,5,,Ballots Cast,790
Bergen,Wyckoff Mail-In Ballot - Mail-In Ba,U.S House,5,,Ballots Cast,1025
Bergen,Wyckoff Provisional - Provisional,U.S House,5,,Ballots Cast,72
Bergen,Election Day Totals,U.S House,5,,Ballots Cast,245461
Bergen,Mail-In Ballot Totals,U.S House,5,,Ballots Cast,21086
Bergen,Provisional Totals,U.S House,5,,Ballots Cast,2334
Bergen,District Totals - Absentee,U.S House,5,,Ballots Cast,0
Bergen,District Grand Totals,U.S House,5,,Ballots Cast,0
Bergen,Allendale,U.S House,5,,Ballots Cast,3773
Bergen,Alpine,U.S House,5,,Ballots Cast,921
Bergen,Bergenfield,U.S House,5,,Ballots Cast,11653
Bergen,Bogota,U.S House,5,,Ballots Cast,3890
Bergen,Closter,U.S House,5,,Ballots Cast,3952
Bergen,Demarest,U.S House,5,,Ballots Cast,2528
Bergen,Dumont,U.S House,5,,Ballots Cast,8787
Bergen,Emerson,U.S House,5,,Ballots Cast,4019
Bergen,Fair Lawn,U.S House,5,,Ballots Cast,16875
Bergen,Franklin Lakes,U.S House,5,,Ballots Cast,6131
Bergen,Glen Rock,U.S House,5,,Ballots Cast,6787
Bergen,Hackensack,U.S House,5,,Ballots Cast,15913
Bergen,Harrington Park,U.S House,5,,Ballots Cast,2673
Bergen,Haworth,U.S House,5,,Ballots Cast,1963
Bergen,Hillsdale,U.S House,5,,Ballots Cast,5935
Bergen,Ho-Ho-Kus,U.S House,5,,Ballots Cast,2462
Bergen,Lodi,U.S House,5,,Ballots Cast,9003
Bergen,Mahwah,U.S House,5,,Ballots Cast,13108
Bergen,Maywood,U.S House,5,,Ballots Cast,4660
Bergen,Midland Park,U.S House,5,,Ballots Cast,4100
Bergen,Montvale,U.S House,5,,Ballots Cast,4402
Bergen,New Milford,U.S House,5,,Ballots Cast,7812
Bergen,Northvale,U.S House,5,,Ballots Cast,2250
Bergen,Norwood,U.S House,5,,Ballots Cast,2801
Bergen,Oakland,U.S House,5,,Ballots Cast,7013
Bergen,Old Tappan,U.S House,5,,Ballots Cast,3150
Bergen,Oradell,U.S House,5,,Ballots Cast,4796
Bergen,Paramus,U.S House,5,,Ballots Cast,13434
Bergen,Park Ridge,U.S House,5,,Ballots Cast,4977
Bergen,Ramsey,U.S House,5,,Ballots Cast,8426
Bergen,Ridgewood,U.S House,5,,Ballots Cast,13308
Bergen,River Edge,U.S House,5,,Ballots Cast,5690
Bergen,River Vale,U.S House,5,,Ballots Cast,5781
Bergen,Rochelle Park,U.S House,5,,Ballots Cast,2852
Bergen,Rockleigh,U.S House,5,,Ballots Cast,167
Bergen,Saddle River,U.S House,5,,Ballots Cast,1965
Bergen,Teaneck,U.S House,5,,Ballots Cast,16440
Bergen,Upper Saddle River,U.S House,5,,Ballots Cast,4510
Bergen,Waldwick,U.S House,5,,Ballots Cast,5357
Bergen,Washington,U.S House,5,,Ballots Cast,5484
Bergen,Westwood,U.S House,5,,Ballots Cast,5742
Bergen,Woodcliff Lake,U.S House,5,,Ballots Cast,3503
Bergen,Wyckoff,U.S House,5,,Ballots Cast,9888
Bergen,Grand Totals,U.S House,5,,Ballots Cast,268881
Bergen,Allendale 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,492
Bergen,Allendale 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,257
Bergen,Allendale 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,274
Bergen,Allendale 4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,414
Bergen,Allendale Mail-In Ballot - Mail-In B,U.S House,5,Democratic,Josh Gottheimer,157
Bergen,Allendale Provisional - Provisional,U.S House,5,Democratic,Josh Gottheimer,18
Bergen,Alpine 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,355
Bergen,Alpine Mail-In Ballot - Mail-In Ballo,U.S House,5,Democratic,Josh Gottheimer,60
Bergen,Alpine Provisional - Provisional,U.S House,5,Democratic,Josh Gottheimer,7
Bergen,Bergenfield 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,287
Bergen,Bergenfield 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,339
Bergen,Bergenfield 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,319
Bergen,Bergenfield 4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,357
Bergen,Bergenfield 5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,377
Bergen,Bergenfield 6 - Election Day,U.S House,5,Democratic,Josh Gottheimer,368
Bergen,Bergenfield 7 - Election Day,U.S House,5,Democratic,Josh Gottheimer,319
Bergen,Bergenfield 8 - Election Day,U.S House,5,Democratic,Josh Gottheimer,352
Bergen,Bergenfield 9 - Election Day,U.S House,5,Democratic,Josh Gottheimer,344
Bergen,Bergenfield 10 - Election Day,U.S House,5,Democratic,Josh Gottheimer,412
Bergen,Bergenfield 11 - Election Day,U.S House,5,Democratic,Josh Gottheimer,353
Bergen,Bergenfield 12 - Election Day,U.S House,5,Democratic,Josh Gottheimer,484
Bergen,Bergenfield 13 - Election Day,U.S House,5,Democratic,Josh Gottheimer,514
Bergen,Bergenfield 14 - Election Day,U.S House,5,Democratic,Josh Gottheimer,314
Bergen,Bergenfield 15 - Election Day,U.S House,5,Democratic,Josh Gottheimer,469
Bergen,Bergenfield 16 - Election Day,U.S House,5,Democratic,Josh Gottheimer,353
Bergen,Bergenfield 17 - Election Day,U.S House,5,Democratic,Josh Gottheimer,385
Bergen,Bergenfield Mail-In Ballot - Mail-In,U.S House,5,Democratic,Josh Gottheimer,379
Bergen,Bergenfield Provisional - Provision,U.S House,5,Democratic,Josh Gottheimer,82
Bergen,Bogota 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,333
Bergen,Bogota 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,423
Bergen,Bogota 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,350
Bergen,Bogota 4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,369
Bergen,Bogota 5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,219
Bergen,Bogota 6 - Election Day,U.S House,5,Democratic,Josh Gottheimer,357
Bergen,Bogota Mail-In Ballot - Mail-In Ball,U.S House,5,Democratic,Josh Gottheimer,114
Bergen,Bogota Provisional - Provisional,U.S House,5,Democratic,Josh Gottheimer,19
Bergen,Closter 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,261
Bergen,Closter 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,357
Bergen,Closter 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,289
Bergen,Closter 4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,324
Bergen,Closter 5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,306
Bergen,Closter 6 - Election Day,U.S House,5,Democratic,Josh Gottheimer,401
Bergen,Closter Mail-In Ballot - Mail-In Ball,U.S House,5,Democratic,Josh Gottheimer,217
Bergen,Closter Provisional - Provisional,U.S House,5,Democratic,Josh Gottheimer,19
Bergen,Demarest 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,419
Bergen,Demarest 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,398
Bergen,Demarest 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,454
Bergen,Demarest Mail-In Ballot - Mail-In B,U.S House,5,Democratic,Josh Gottheimer,177
Bergen,Demarest Provisional - Provisiona,U.S House,5,Democratic,Josh Gottheimer,12
Bergen,Dumont 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,321
Bergen,Dumont 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,424
Bergen,Dumont 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,358
Bergen,Dumont 4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,471
Bergen,Dumont 5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,410
Bergen,Dumont 6 - Election Day,U.S House,5,Democratic,Josh Gottheimer,397
Bergen,Dumont 7 - Election Day,U.S House,5,Democratic,Josh Gottheimer,405
Bergen,Dumont 8 - Election Day,U.S House,5,Democratic,Josh Gottheimer,457
Bergen,Dumont 9 - Election Day,U.S House,5,Democratic,Josh Gottheimer,398
Bergen,Dumont 10 - Election Day,U.S House,5,Democratic,Josh Gottheimer,250
Bergen,Dumont 11 - Election Day,U.S House,5,Democratic,Josh Gottheimer,357
Bergen,Dumont Mail-In Ballot - Mail-In Ba,U.S House,5,Democratic,Josh Gottheimer,272
Bergen,Dumont Provisional - Provisional,U.S House,5,Democratic,Josh Gottheimer,34
Bergen,Emerson 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,326
Bergen,Emerson 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,286
Bergen,Emerson 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,213
Bergen,Emerson 4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,315
Bergen,Emerson 5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,266
Bergen,Emerson 6 - Election Day,U.S House,5,Democratic,Josh Gottheimer,233
Bergen,Emerson Mail-In Ballot - Mail-In Ba,U.S House,5,Democratic,Josh Gottheimer,129
Bergen,Emerson Provisional - Provisional,U.S House,5,Democratic,Josh Gottheimer,19
Bergen,Fair Lawn 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,336
Bergen,Fair Lawn 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,511
Bergen,Fair Lawn 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,295
Bergen,Fair Lawn 4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,374
Bergen,Fair Lawn 5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,265
Bergen,Fair Lawn 6 - Election Day,U.S House,5,Democratic,Josh Gottheimer,314
Bergen,Fair Lawn 7 - Election Day,U.S House,5,Democratic,Josh Gottheimer,283
Bergen,Fair Lawn 8 - Election Day,U.S House,5,Democratic,Josh Gottheimer,379
Bergen,Fair Lawn 9 - Election Day,U.S House,5,Democratic,Josh Gottheimer,342
Bergen,Fair Lawn 10 - Election Day,U.S House,5,Democratic,Josh Gottheimer,358
Bergen,Fair Lawn 11 - Election Day,U.S House,5,Democratic,Josh Gottheimer,348
Bergen,Fair Lawn 12 - Election Day,U.S House,5,Democratic,Josh Gottheimer,313
Bergen,Fair Lawn 13 - Election Day,U.S House,5,Democratic,Josh Gottheimer,451
Bergen,Fair Lawn 14 - Election Day,U.S House,5,Democratic,Josh Gottheimer,320
Bergen,Fair Lawn 15 - Election Day,U.S House,5,Democratic,Josh Gottheimer,481
Bergen,Fair Lawn 16 - Election Day,U.S House,5,Democratic,Josh Gottheimer,420
Bergen,Fair Lawn 17 - Election Day,U.S House,5,Democratic,Josh Gottheimer,333
Bergen,Fair Lawn 18 - Election Day,U.S House,5,Democratic,Josh Gottheimer,284
Bergen,Fair Lawn 19 - Election Day,U.S House,5,Democratic,Josh Gottheimer,303
Bergen,Fair Lawn 20 - Election Day,U.S House,5,Democratic,Josh Gottheimer,301
Bergen,Fair Lawn 21 - Election Day,U.S House,5,Democratic,Josh Gottheimer,433
Bergen,Fair Lawn 22 - Election Day,U.S House,5,Democratic,Josh Gottheimer,272
Bergen,Fair Lawn 23 - Election Day,U.S House,5,Democratic,Josh Gottheimer,394
Bergen,Fair Lawn Mail-In Ballot - Mail-In B,U.S House,5,Democratic,Josh Gottheimer,760
Bergen,Fair Lawn Provisional - Provisiona,U.S House,5,Democratic,Josh Gottheimer,64
Bergen,Franklin Lakes 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,234
Bergen,Franklin Lakes 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,250
Bergen,Franklin Lakes 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,231
Bergen,Franklin Lakes 4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,465
Bergen,Franklin Lakes 5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,302
Bergen,Franklin Lakes 6 - Election Day,U.S House,5,Democratic,Josh Gottheimer,281
Bergen,Franklin Lakes Mail-In Ballot - Mai,U.S House,5,Democratic,Josh Gottheimer,266
Bergen,Franklin Lakes Provisional - Provis,U.S House,5,Democratic,Josh Gottheimer,16
Bergen,Glen Rock 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,445
Bergen,Glen Rock 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,496
Bergen,Glen Rock 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,406
Bergen,Glen Rock 4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,372
Bergen,Glen Rock 5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,522
Bergen,Glen Rock 6 - Election Day,U.S House,5,Democratic,Josh Gottheimer,383
Bergen,Glen Rock 7 - Election Day,U.S House,5,Democratic,Josh Gottheimer,439
Bergen,Glen Rock 8 - Election Day,U.S House,5,Democratic,Josh Gottheimer,318
Bergen,Glen Rock Mail-In Ballot - Mail-In B,U.S House,5,Democratic,Josh Gottheimer,531
Bergen,Glen Rock Provisional - Provisiona,U.S House,5,Democratic,Josh Gottheimer,31
Bergen,Hackensack W1 D1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,325
Bergen,Hackensack W1 D2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,334
Bergen,Hackensack W1 D3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,364
Bergen,Hackensack W1 D4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,302
Bergen,Hackensack W2 D1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,239
Bergen,Hackensack W2 D2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,475
Bergen,Hackensack W2 D3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,503
Bergen,Hackensack W2 D4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,294
Bergen,Hackensack W2 D5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,358
Bergen,Hackensack W3 D1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,262
Bergen,Hackensack W3 D2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,284
Bergen,Hackensack W3 D3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,302
Bergen,Hackensack W3 D4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,468
Bergen,Hackensack W3 D5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,403
Bergen,Hackensack W4 D1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,429
Bergen,Hackensack W4 D2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,705
Bergen,Hackensack W4 D3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,538
Bergen,Hackensack W4 D4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,471
Bergen,Hackensack W4 D5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,334
Bergen,Hackensack W5 D1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,413
Bergen,Hackensack W5 D2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,293
Bergen,Hackensack W5 D3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,361
Bergen,Hackensack W5 D4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,358
Bergen,Hackensack W5 D5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,305
Bergen,Hackensack W5 D6 - Election Day,U.S House,5,Democratic,Josh Gottheimer,420
Bergen,Hackensack Mail-In Ballot - Mail-In,U.S House,5,Democratic,Josh Gottheimer,852
Bergen,Hackensack Provisional - Provisio,U.S House,5,Democratic,Josh Gottheimer,178
Bergen,Harrington Park 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,365
Bergen,Harrington Park 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,458
Bergen,Harrington Park 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,410
Bergen,Harrington Park Mail-In Ballot - Ma,U.S House,5,Democratic,Josh Gottheimer,142
Bergen,Harrington Park Provisional - Prov,U.S House,5,Democratic,Josh Gottheimer,13
Bergen,Haworth 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,497
Bergen,Haworth 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,470
Bergen,Haworth Mail-In Ballot - Mail-In Ba,U.S House,5,Democratic,Josh Gottheimer,163
Bergen,Haworth Provisional - Provisional,U.S House,5,Democratic,Josh Gottheimer,3
Bergen,Hillsdale 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,344
Bergen,Hillsdale 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,366
Bergen,Hillsdale 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,480
Bergen,Hillsdale 4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,474
Bergen,Hillsdale 5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,385
Bergen,Hillsdale 6 - Election Day,U.S House,5,Democratic,Josh Gottheimer,507
Bergen,Hillsdale Mail-In Ballot - Mail-In Ba,U.S House,5,Democratic,Josh Gottheimer,300
Bergen,Hillsdale Provisional - Provisional,U.S House,5,Democratic,Josh Gottheimer,17
Bergen,Ho-Ho-Kus 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,316
Bergen,Ho-Ho-Kus 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,306
Bergen,Ho-Ho-Kus 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,281
Bergen,Ho-Ho-Kus Mail-In Ballot - Mail-In,U.S House,5,Democratic,Josh Gottheimer,113
Bergen,Ho-Ho-Kus Provisional - Provision,U.S House,5,Democratic,Josh Gottheimer,4
Bergen,Lodi 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,450
Bergen,Lodi 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,454
Bergen,Lodi 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,273
Bergen,Lodi 4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,385
Bergen,Lodi 5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,345
Bergen,Lodi 6 - Election Day,U.S House,5,Democratic,Josh Gottheimer,287
Bergen,Lodi 7 - Election Day,U.S House,5,Democratic,Josh Gottheimer,203
Bergen,Lodi 8 - Election Day,U.S House,5,Democratic,Josh Gottheimer,395
Bergen,Lodi 9 - Election Day,U.S House,5,Democratic,Josh Gottheimer,360
Bergen,Lodi 10 - Election Day,U.S House,5,Democratic,Josh Gottheimer,369
Bergen,Lodi 11 - Election Day,U.S House,5,Democratic,Josh Gottheimer,397
Bergen,Lodi 12 - Election Day,U.S House,5,Democratic,Josh Gottheimer,330
Bergen,Lodi Mail-In Ballot - Mail-In Ballot,U.S House,5,Democratic,Josh Gottheimer,340
Bergen,Lodi Provisional - Provisional,U.S House,5,Democratic,Josh Gottheimer,98
Bergen,Mahwah 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,483
Bergen,Mahwah 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,393
Bergen,Mahwah 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,384
Bergen,Mahwah 4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,356
Bergen,Mahwah 5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,210
Bergen,Mahwah 6 - Election Day,U.S House,5,Democratic,Josh Gottheimer,323
Bergen,Mahwah 7 - Election Day,U.S House,5,Democratic,Josh Gottheimer,399
Bergen,Mahwah 8 - Election Day,U.S House,5,Democratic,Josh Gottheimer,294
Bergen,Mahwah 9 - Election Day,U.S House,5,Democratic,Josh Gottheimer,127
Bergen,Mahwah 10 - Election Day,U.S House,5,Democratic,Josh Gottheimer,496
Bergen,Mahwah 11 - Election Day,U.S House,5,Democratic,Josh Gottheimer,478
Bergen,Mahwah 12 - Election Day,U.S House,5,Democratic,Josh Gottheimer,253
Bergen,Mahwah 13 - Election Day,U.S House,5,Democratic,Josh Gottheimer,364
Bergen,Mahwah 14 - Election Day,U.S House,5,Democratic,Josh Gottheimer,350
Bergen,Mahwah Mail-In Ballot - Mail-In Ba,U.S House,5,Democratic,Josh Gottheimer,503
Bergen,Mahwah Provisional - Provisional,U.S House,5,Democratic,Josh Gottheimer,33
Bergen,Maywood 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,330
Bergen,Maywood 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,319
Bergen,Maywood 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,342
Bergen,Maywood 4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,337
Bergen,Maywood 5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,299
Bergen,Maywood 6 - Election Day,U.S House,5,Democratic,Josh Gottheimer,339
Bergen,Maywood 7 - Election Day,U.S House,5,Democratic,Josh Gottheimer,287
Bergen,Maywood Mail-In Ballot - Mail-In B,U.S House,5,Democratic,Josh Gottheimer,199
Bergen,Maywood Provisional - Provisiona,U.S House,5,Democratic,Josh Gottheimer,28
Bergen,Midland Park 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,366
Bergen,Midland Park 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,233
Bergen,Midland Park 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,396
Bergen,Midland Park 4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,262
Bergen,Midland Park 5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,319
Bergen,Midland Park Mail-In Ballot - Mail-,U.S House,5,Democratic,Josh Gottheimer,151
Bergen,Midland Park Provisional - Provisio,U.S House,5,Democratic,Josh Gottheimer,13
Bergen,Montvale 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,234
Bergen,Montvale 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,340
Bergen,Montvale 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,603
Bergen,Montvale 4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,533
Bergen,Montvale Mail-In Ballot - Mail-In Ba,U.S House,5,Democratic,Josh Gottheimer,205
Bergen,Montvale Provisional - Provisional,U.S House,5,Democratic,Josh Gottheimer,12
Bergen,New Milford 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,461
Bergen,New Milford 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,418
Bergen,New Milford 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,457
Bergen,New Milford 4 - Election Day,U.S House,5,Democratic,Josh Gottheimer,431
Bergen,New Milford 5 - Election Day,U.S House,5,Democratic,Josh Gottheimer,404
Bergen,New Milford 6 - Election Day,U.S House,5,Democratic,Josh Gottheimer,348
Bergen,New Milford 7 - Election Day,U.S House,5,Democratic,Josh Gottheimer,300
Bergen,New Milford 8 - Election Day,U.S House,5,Democratic,Josh Gottheimer,478
Bergen,New Milford 9 - Election Day,U.S House,5,Democratic,Josh Gottheimer,320
Bergen,New Milford Mail-In Ballot - Mail-In,U.S House,5,Democratic,Josh Gottheimer,273
Bergen,New Milford Provisional - Provision,U.S House,5,Democratic,Josh Gottheimer,37
Bergen,Northvale 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,346
Bergen,Northvale 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,264
Bergen,Northvale 3 - Election Day,U.S House,5,Democratic,Josh Gottheimer,417
Bergen,Northvale Mail-In Ballot - Mail-In B,U.S House,5,Democratic,Josh Gottheimer,70
Bergen,Northvale Provisional - Provisiona,U.S House,5,Democratic,Josh Gottheimer,6
Bergen,Norwood 1 - Election Day,U.S House,5,Democratic,Josh Gottheimer,660
Bergen,Norwood 2 - Election Day,U.S House,5,Democratic,Josh Gottheimer,597
Bergen,Norwood Mail-In Ballot - Mail-In Ba,U.S House,5,Democratic,Josh Gottheimer,145
